,Unnamed: 0,Time (s),Latitude (degree),Longitude,Height (m),Velocity (m/s),Direction (degree),Horizontal Accuracy (m),Vertical Accuracy (degree),label
59,59,1.55965361376e+18,52.33498293,4.868428716,4.089809418,0.0,250.6640625,10.0,10.0,4
60,60,1.55965361476e+18,52.33498553,4.868431818,4.421596527,0.2700000107,333.6328125,10.0,10.0,4
61,61,1.55965361576e+18,52.33498435,4.868425615,3.956020355,0.1899999976,27.421875,10.0,10.0,4
62,62,1.55965361676e+18,52.3349815,4.868418491,4.191555023,0.3300000131,162.7734375,10.0,10.0,4
63,63,1.55965361776e+18,52.3349815,4.868418491,3.979091644,0.0,238.7109375,10.0,10.0,4
64,64,1.55965361876e+18,52.33497082,4.868408097,3.629482269,0.3199999928,191.25,10.0,10.0,4
65,65,1.55965361976e+18,52.33497136,4.868402146,3.617336273,0.3199999928,342.7734375,10.0,10.0,4
66,66,1.55965362076e+18,52.33497505,4.868397368,3.773403168,0.4099999964,33.75,10.0,10.0,4
67,67,1.55965362176e+18,52.33497639,4.86839653,3.695888519,0.4099999964,34.1015625,10.0,10.0,4
68,68,1.55965362276e+18,52.33497639,4.86839653,4.059597015,0.0,346.640625,10.0,10.0,4
69,69,1.55965362376e+18,52.33497639,4.86839653,4.227016449,0.0,219.7265625,10.0,10.0,4
70,70,1.55965362476e+18,52.33497639,4.86839653,3.820339203,0.0,242.9296875,10.0,10.0,4
71,71,1.55965362576e+18,52.33497639,4.86839653,3.819606781,0.0,241.875,10.0,10.0,4
72,72,1.55965362676e+18,52.33495929,4.868344311,4.002468109,0.1800000072,211.2890625,10.0,10.0,4
73,73,1.55965362776e+18,52.33495929,4.868344311,4.209255219,0.0,338.5546875,10.0,10.0,4
74,74,1.55965362876e+18,52.33495414,4.868329223,4.03585434,0.150000006,67.8515625,10.0,10.0,4
75,75,1.55965362976e+18,52.33495414,4.868329223,4.378017426,0.0,60.46875,10.0,10.0,4
76,76,1.55965363076e+18,52.33495414,4.868329223,4.069972992,0.0,168.046875,10.0,10.0,4
77,77,1.55965363176e+18,52.33495414,4.868329223,4.343349457,0.0,316.7578125,10.0,10.0,4
78,78,1.55965363276e+18,52.33495414,4.868329223,4.764308929,0.0,316.7578125,10.0,10.0,4
79,79,1.55965363376e+18,52.33495414,4.868329223,5.061061859,0.0,316.7578125,10.0,10.0,4
80,80,1.55965363476e+18,52.33495414,4.868329223,5.061000824,0.0,316.7578125,10.0,10.0,4
81,81,1.55965363576e+18,52.33495414,4.868329223,4.797634125,0.0,316.7578125,10.0,10.0,4
82,82,1.55965363676e+18,52.33495414,4.868329223,4.826259613,0.0,316.7578125,10.0,10.0,4
83,83,1.55965363776e+18,52.33495414,4.868329223,4.984951019,0.0,316.7578125,10.0,10.0,4
84,84,1.55965363876e+18,52.33495414,4.868329223,5.268032074,0.0,316.7578125,10.0,10.0,4
85,85,1.55965363976e+18,52.33495414,4.868329223,5.210353851,0.0,316.7578125,10.0,10.0,4
86,86,1.55965364076e+18,52.33495414,4.868329223,5.210353851,0.0,316.7578125,10.0,10.0,4
87,87,1.55965364176e+18,52.33495414,4.868329223,5.24703598,0.0,316.7578125,10.0,10.0,4
88,88,1.55965364276e+18,52.33495414,4.868329223,5.374904633,0.0,316.7578125,10.0,10.0,4
89,89,1.55965364376e+18,52.33495414,4.868329223,5.384975433,0.0,316.7578125,10.0,10.0,4
90,90,1.55965364476e+18,52.33495414,4.868329223,5.385158539,0.0,316.7578125,10.0,10.0,4
91,91,1.55965364576e+18,52.33495414,4.868329223,5.344875336,0.0,316.7578125,10.0,10.0,4
92,92,1.55965364676e+18,52.33495414,4.868329223,5.187282562,0.0,316.7578125,10.0,10.0,4
93,93,1.55965364776e+18,52.33495414,4.868329223,5.187221527,0.0,316.7578125,10.0,10.0,4
94,94,1.55965364876e+18,52.33495414,4.868329223,5.365810394,0.0,316.7578125,10.0,10.0,4
95,95,1.55965364976e+18,52.33495414,4.868329223,5.365749359,0.0,316.7578125,10.0,10.0,4
96,96,1.55965365076e+18,52.33495414,4.868329223,4.12191391,0.0,316.7578125,10.0,10.0,4
97,97,1.55965365176e+18,52.33495414,4.868329223,4.12191391,0.0,316.7578125,10.0,10.0,4
98,98,1.55965365276e+18,52.33495414,4.868329223,3.91701889,0.0,316.7578125,10.0,10.0,4
99,99,1.55965365376e+18,52.33495414,4.868329223,3.893764496,0.0,345.9375,10.0,10.0,4
100,100,1.55965365476e+18,52.33495414,4.868329223,3.742946625,0.0,10.1953125,10.0,10.0,4
101,101,1.55965365576e+18,52.33495414,4.868329223,3.508876801,0.0,239.765625,10.0,10.0,4
102,102,1.55965365676e+18,52.33495414,4.868329223,3.508266449,0.0,239.765625,10.0,10.0,4
103,103,1.55965365776e+18,52.33495414,4.868329223,3.687587738,0.0,239.765625,10.0,10.0,4
104,104,1.55965365876e+18,52.33495414,4.868329223,3.729213715,0.0,239.765625,10.0,10.0,4
105,105,1.55965365976e+18,52.33495414,4.868329223,3.573085785,0.0,-1.0,10.0,10.0,4
106,106,1.55965366076e+18,52.33495414,4.868329223,3.324977875,0.0,-1.0,10.0,10.0,4
107,107,1.55965366176e+18,52.33495414,4.868329223,3.245571136,0.0,-1.0,10.0,10.0,4
108,108,1.55965366276e+18,52.33495414,4.868329223,3.177028656,0.0,-1.0,10.0,10.0,4
109,109,1.55965366376e+18,52.33495414,4.868329223,3.199428558,0.0,-1.0,10.0,10.0,4
110,110,1.55965366476e+18,52.33495414,4.868329223,3.199062347,0.0,-1.0,10.0,10.0,4
111,111,1.55965366576e+18,52.33494018,4.86832168,3.773097992,0.7599999905,350.15625,10.0,10.0,4
112,112,1.55965366676e+18,52.33495485,4.868320171,4.609584808,1.299999952,9.84375,10.0,10.0,4
113,113,1.55965366776e+18,52.334973,4.868327128,4.371120453,1.299999952,8.7890625,10.0,10.0,4
114,114,1.55965366876e+18,52.33498553,4.868327882,4.040981293,1.299999952,333.984375,10.0,10.0,4
115,115,1.55965366976e+18,52.33499345,4.868322937,3.154140472,1.539999962,338.90625,10.0,10.0,4
116,116,1.55965367076e+18,52.33500954,4.868320003,3.739345551,2.039999962,346.9921875,10.0,10.0,4
117,117,1.55965367176e+18,52.3350222,4.86832168,3.490322113,2.039999962,356.484375,10.0,10.0,4
118,118,1.55965367276e+18,52.33503222,4.868324948,3.297389984,1.039999962,4.5703125,10.0,10.0,4
119,119,1.55965367376e+18,52.33504022,4.868327295,2.760402679,0.8799999952,5.625,10.0,10.0,4
120,120,1.55965367476e+18,52.33504785,4.868330732,2.816432953,1.00999999,3.515625,10.0,10.0,4
121,121,1.55965367576e+18,52.33505765,4.868335258,3.126003265,1.080000043,2.109375,10.0,10.0,4
122,122,1.55965367676e+18,52.33506989,4.868339868,3.072353363,1.49000001,4.21875,10.0,10.0,4
123,123,1.55965367776e+18,52.33508381,4.868344814,3.022426605,1.480000019,6.6796875,10.0,10.0,4
124,124,1.55965367876e+18,52.33510078,4.868346658,3.236293793,1.49000001,3.8671875,10.0,10.0,4
125,125,1.55965367976e+18,52.33511721,4.868353028,3.811244965,1.659999967,4.21875,10.0,10.0,4
126,126,1.55965368076e+18,52.33513179,4.86835747,4.488185883,1.409999967,359.296875,10.0,10.0,4
127,127,1.55965368176e+18,52.33514545,4.868361829,4.534999847,1.409999967,7.734375,10.0,10.0,4
128,128,1.55965368276e+18,52.3351566,4.868368953,4.836940765,1.00999999,19.3359375,10.0,10.0,4
129,129,1.55965368376e+18,52.33516716,4.868373731,5.104763031,0.9100000262,350.5078125,10.0,10.0,4
130,130,1.55965368476e+18,52.33517781,4.868377754,5.199367523,0.7099999785,339.609375,10.0,10.0,4
131,131,1.55965368576e+18,52.33519172,4.868379347,5.428798676,1.049999952,13.7109375,10.0,10.0,4
132,132,1.55965368676e+18,52.33520643,4.868382281,5.58889389,1.049999952,8.7890625,10.0,10.0,4
133,133,1.55965368776e+18,52.33522039,4.868386304,5.631374359,1.00999999,5.2734375,10.0,10.0,4
134,134,1.55965368876e+18,52.33523439,4.868388902,5.995754242,1.00999999,2.8125,10.0,10.0,4
135,135,1.55965368976e+18,52.33524725,4.868392004,6.342556,1.149999976,15.46875,10.0,10.0,4
136,136,1.55965369076e+18,52.33525823,4.868395273,6.687038422,0.9300000072,5.9765625,10.0,10.0,4
137,137,1.55965369176e+18,52.33527164,4.868396781,7.097255707,1.309999943,358.59375,10.0,10.0,4
138,138,1.55965369276e+18,52.3352892,4.868396698,6.708095551,1.309999943,350.5078125,10.0,10.0,4
139,139,1.55965369376e+18,52.33530609,4.86839477,7.299770355,1.549999952,355.78125,10.0,10.0,4
140,140,1.55965369476e+18,52.33532256,4.868392088,7.41878891,1.559999943,346.9921875,10.0,10.0,4
141,141,1.55965369576e+18,52.3353379,4.868387477,7.610012054,1.25,341.3671875,10.0,10.0,4
142,142,1.55965369676e+18,52.33535219,4.868382029,7.513515472,1.450000048,343.4765625,10.0,10.0,4
143,143,1.55965369776e+18,52.33536619,4.868377754,7.306240082,1.25,357.5390625,10.0,10.0,4
144,144,1.55965369876e+18,52.33538019,4.868373983,7.233486176,1.450000048,347.6953125,10.0,10.0,4
145,145,1.55965369976e+18,52.33539695,4.868371217,7.010890961,1.519999981,354.375,10.0,10.0,4
146,146,1.55965370076e+18,52.3354128,4.868368283,6.840297699,1.559999943,352.6171875,10.0,10.0,4
147,147,1.55965370176e+18,52.33542466,4.868363254,6.642910004,1.559999943,339.609375,10.0,10.0,4
148,148,1.55965370276e+18,52.33543618,4.868357889,7.043422699,1.460000038,349.453125,10.0,10.0,4
149,149,1.55965370376e+18,52.33545165,4.868353112,6.852443695,1.460000038,351.9140625,10.0,10.0,4
150,150,1.55965370476e+18,52.33546724,4.868348753,6.647853851,1.580000043,351.5625,10.0,10.0,4
151,151,1.55965370576e+18,52.33548157,4.86834364,6.577358246,1.360000014,342.7734375,10.0,10.0,4
152,152,1.55965370676e+18,52.33549096,4.868339701,6.406398773,1.360000014,336.4453125,10.0,10.0,4
153,153,1.55965370776e+18,52.33549976,4.868333498,6.373500824,1.230000019,334.6875,10.0,10.0,4
154,154,1.55965370876e+18,52.33551309,4.868326709,6.414455414,1.230000019,350.859375,10.0,10.0,4
155,155,1.55965370976e+18,52.33552742,4.868320255,6.811672211,1.409999967,344.8828125,10.0,10.0,4
156,156,1.55965371076e+18,52.33554397,4.868316399,7.038478851,1.919999957,352.96875,10.0,10.0,4
157,157,1.55965371176e+18,52.33555994,4.86831313,7.207241058,1.919999957,346.9921875,10.0,10.0,4
158,158,1.55965371276e+18,52.33557419,4.868310364,7.500087738,1.620000005,350.859375,10.0,10.0,4
159,159,1.55965371376e+18,52.33558815,4.868307766,7.726039886,1.580000043,343.828125,10.0,10.0,4
160,160,1.55965371476e+18,52.33560177,4.868305,7.44625473,1.440000057,348.75,10.0,10.0,4
161,161,1.55965371576e+18,52.33561727,4.868300809,7.395046234,1.629999995,345.234375,10.0,10.0,4
162,162,1.55965371676e+18,52.33563098,4.868295277,7.402370453,1.629999995,340.6640625,10.0,10.0,4
163,163,1.55965371776e+18,52.33564418,4.868288487,7.43441391,1.580000043,338.90625,10.0,10.0,4
164,164,1.55965371876e+18,52.33565642,4.868280357,7.209011078,1.389999986,343.4765625,10.0,10.0,4
165,165,1.55965371976e+18,52.33566886,4.868273232,7.213954926,1.519999981,348.75,10.0,10.0,4
166,166,1.55965372076e+18,52.33568223,4.868266946,7.241970062,1.330000043,346.9921875,10.0,10.0,4
167,167,1.55965372176e+18,52.33569443,4.868263761,7.201137543,1.330000043,355.78125,10.0,10.0,4
168,168,1.55965372276e+18,52.33570725,4.86825957,7.117336273,1.330000043,348.75,10.0,10.0,4
169,169,1.55965372376e+18,52.33572108,4.868254205,7.244594574,1.399999976,350.859375,10.0,10.0,4
170,170,1.55965372476e+18,52.3357337,4.868248506,7.079494476,1.399999976,338.90625,10.0,10.0,4
171,171,1.55965372576e+18,52.33574577,4.868241297,7.000637054,1.129999995,341.015625,10.0,10.0,4
172,172,1.55965372676e+18,52.33575687,4.868235933,6.934719086,1.129999995,4.21875,10.0,10.0,4
173,173,1.55965372776e+18,52.33577007,4.868232831,6.916347504,1.129999995,10.546875,10.0,10.0,4
174,174,1.55965372876e+18,52.3357839,4.868233334,7.041225433,1.179999948,3.1640625,10.0,10.0,4
175,175,1.55965372976e+18,52.33579522,4.868234927,6.907314301,1.179999948,12.65625,10.0,10.0,4
176,176,1.55965373076e+18,52.33580842,4.868239537,6.757656097,1.429999948,12.3046875,10.0,10.0,4
177,177,1.55965373176e+18,52.33582351,4.868244147,6.622890472,1.429999948,13.0078125,10.0,10.0,4
178,178,1.55965373276e+18,52.3358396,4.868248757,6.643215179,1.429999948,5.9765625,10.0,10.0,4
179,179,1.55965373376e+18,52.33585427,4.868252026,6.395412445,1.419999957,2.8125,10.0,10.0,4
180,180,1.55965373476e+18,52.3358712,4.86825102,6.285366058,1.570000052,350.859375,10.0,10.0,4
181,181,1.55965373576e+18,52.33588981,4.868249176,6.564174652,1.580000043,2.109375,10.0,10.0,4
182,182,1.55965373676e+18,52.33590674,4.868246326,6.001918793,1.590000033,1.40625,10.0,10.0,4
183,183,1.55965373776e+18,52.33592237,4.868248589,5.964870453,1.580000043,6.328125,10.0,10.0,4
184,184,1.55965373876e+18,52.33593813,4.868253954,6.009609222,1.529999971,11.953125,10.0,10.0,4
185,185,1.55965373976e+18,52.3359536,4.868258731,6.034877777,1.5,13.0078125,10.0,10.0,4
186,186,1.55965374076e+18,52.33596831,4.868263006,6.356838226,1.559999943,5.9765625,10.0,10.0,4
187,187,1.55965374176e+18,52.33598184,4.868265856,6.312221527,1.559999943,6.328125,10.0,10.0,4
188,188,1.55965374276e+18,52.33599588,4.868264683,5.945156097,1.299999952,20.7421875,10.0,10.0,4
189,189,1.55965374376e+18,52.33601105,4.868262587,5.833034515,1.299999952,11.25,10.0,10.0,4
190,190,1.55965374476e+18,52.33603008,4.868260156,5.876796722,1.429999948,7.03125,10.0,10.0,4
191,191,1.55965374576e+18,52.33604819,4.86825496,5.795192719,1.559999943,1.40625,10.0,10.0,4
192,192,1.55965374676e+18,52.33606235,4.868249176,6.03811264,1.559999943,14.765625,10.0,10.0,4
193,193,1.55965374776e+18,52.33607325,4.868246578,6.12191391,1.169999957,24.9609375,10.0,10.0,4
194,194,1.55965374876e+18,52.33608758,4.86824465,6.195522308,1.169999957,12.65625,10.0,10.0,4
195,195,1.55965374976e+18,52.33609898,4.868241884,5.975734711,0.9399999976,26.015625,10.0,10.0,4
196,196,1.55965375076e+18,52.3361077,4.868236687,5.923366547,0.6399999857,22.5,10.0,10.0,4
197,197,1.55965375176e+18,52.33611692,4.868237777,5.798061371,1.090000033,36.9140625,10.0,10.0,4
198,198,1.55965375276e+18,52.3361289,4.868244482,5.721157074,1.090000033,39.0234375,10.0,10.0,4
199,199,1.55965375376e+18,52.33614022,4.868252026,5.775234222,1.360000014,41.8359375,10.0,10.0,4
200,200,1.55965375476e+18,52.33615011,4.86825739,5.871059418,1.360000014,39.7265625,10.0,10.0,4
201,201,1.55965375576e+18,52.33615623,4.868256804,5.901821136,0.4499999881,22.1484375,10.0,10.0,4
202,202,1.55965375676e+18,52.33616583,4.86825672,5.974391937,1.440000057,25.6640625,10.0,10.0,4
203,203,1.55965375776e+18,52.33618217,4.868256971,6.156703949,1.440000057,15.46875,10.0,10.0,4
204,204,1.55965375876e+18,52.33619768,4.868256636,6.135951996,1.529999971,1.0546875,10.0,10.0,4
205,205,1.55965375976e+18,52.33621159,4.868254876,6.295986176,1.529999971,0.703125,10.0,10.0,4
206,206,1.55965376076e+18,52.336225,4.868250182,6.460659027,1.419999957,351.5625,10.0,10.0,4
207,207,1.55965376176e+18,52.33623975,4.868248506,6.576931,1.649999976,6.6796875,10.0,10.0,4
208,208,1.55965376276e+18,52.33625388,4.868251942,6.500087738,1.419999957,33.75,10.0,10.0,4
209,209,1.55965376376e+18,52.33626528,4.868262252,6.554164886,1.519999981,32.34375,10.0,10.0,4
210,210,1.55965376476e+18,52.33627571,4.868271472,6.69234848,1.179999948,18.28125,10.0,10.0,4
211,211,1.55965376576e+18,52.33628531,4.868280524,6.680080414,1.24000001,27.7734375,10.0,10.0,4
212,212,1.55965376676e+18,52.33629692,4.868288152,6.544033051,1.299999952,13.359375,10.0,10.0,4
213,213,1.55965376776e+18,52.33631318,4.868296869,6.668849945,1.299999952,26.015625,10.0,10.0,4
214,214,1.55965376876e+18,52.33632881,4.868307095,6.65328598,1.539999962,20.0390625,10.0,10.0,4
215,215,1.55965376976e+18,52.33634365,4.868319668,6.489711761,1.539999962,23.203125,10.0,10.0,4
216,216,1.55965377076e+18,52.33635438,4.868326541,6.286342621,1.139999986,15.46875,10.0,10.0,4
217,217,1.55965377176e+18,52.33636913,4.868336683,5.927822113,1.549999952,23.90625,10.0,10.0,4
218,218,1.55965377276e+18,52.33638187,4.86835001,5.986415863,1.139999986,32.6953125,10.0,10.0,4
219,219,1.55965377376e+18,52.33639122,4.868359733,5.943325043,1.129999995,82.96875,10.0,10.0,4
220,220,1.55965377476e+18,52.33639813,4.868362919,6.059841156,0.6399999857,339.2578125,10.0,10.0,4
221,221,1.55965377576e+18,52.33639813,4.868362919,6.001186371,0.0,8.4375,10.0,10.0,4
222,222,1.55965377676e+18,52.33641615,4.86836778,5.730800629,1.169999957,18.28125,10.0,10.0,4
223,223,1.55965377776e+18,52.33643451,4.86837239,5.534145355,1.169999957,0.0,10.0,10.0,4
224,224,1.55965377876e+18,52.33645441,4.868376749,5.365200043,1.169999957,12.3046875,10.0,10.0,4
225,225,1.55965377976e+18,52.33647797,4.868383035,5.107570648,1.370000005,23.90625,10.0,10.0,4
226,226,1.55965378076e+18,52.33650525,4.868392842,4.825405121,1.99000001,20.390625,10.0,10.0,4
227,227,1.55965378176e+18,52.33653015,4.868401391,4.696071625,1.99000001,18.6328125,10.0,10.0,4
228,228,1.55965378276e+18,52.33654775,4.868404074,4.622524261,1.529999971,338.203125,10.0,10.0,4
229,229,1.55965378376e+18,52.33656049,4.868404074,4.622463226,0.4900000095,6.328125,10.0,10.0,4
230,230,1.55965378476e+18,52.33657646,4.868402649,4.613491058,0.4900000095,5.2734375,10.0,10.0,4
231,231,1.55965378576e+18,52.33659418,4.868400721,4.832424164,1.159999967,337.5,10.0,10.0,4
232,232,1.55965378676e+18,52.33660923,4.868397871,4.998683929,1.159999967,343.828125,10.0,10.0,4
233,233,1.55965378776e+18,52.33661795,4.868396949,5.10226059,0.9700000286,0.703125,10.0,10.0,4
234,234,1.55965378876e+18,52.33663018,4.868400553,5.061916351,0.9700000286,17.578125,10.0,10.0,4
235,235,1.55965378976e+18,52.3366428,4.868406588,5.089626312,0.6600000262,3.515625,10.0,10.0,4
236,236,1.55965379076e+18,52.3366552,4.868417149,5.233974457,0.7599999905,38.671875,10.0,10.0,4
237,237,1.55965379176e+18,52.33666631,4.868425615,5.218349457,0.7599999905,29.8828125,10.0,10.0,4
238,238,1.55965379276e+18,52.33667457,4.868433746,5.38741684,0.6600000262,54.140625,10.0,10.0,4
239,239,1.55965379376e+18,52.33668052,4.868437685,5.388027191,0.5099999905,286.875,10.0,10.0,4
240,240,1.55965379476e+18,52.33669372,4.868436931,5.74489975,0.5099999905,357.1875,10.0,10.0,4
241,241,1.55965379576e+18,52.33670922,4.868436176,5.81734848,1.340000033,357.5390625,10.0,10.0,4
242,242,1.55965379676e+18,52.33672029,4.868437182,5.563869476,1.340000033,0.0,10.0,10.0,4
243,243,1.55965379776e+18,52.33673269,4.868434165,5.734767914,1.25,352.96875,10.0,10.0,4
244,244,1.55965379876e+18,52.3367495,4.868430225,5.688564301,1.25,347.34375,10.0,10.0,4
245,245,1.55965379976e+18,52.33676693,4.868426956,5.806118011,1.539999962,352.6171875,10.0,10.0,4
246,246,1.55965380076e+18,52.33677674,4.868427543,5.343349457,0.6299999952,66.09375,10.0,10.0,4
247,247,1.55965380176e+18,52.3367803,4.868429303,5.223293304,0.6299999952,74.53125,10.0,10.0,4
248,248,1.55965380276e+18,52.33677699,4.868438942,5.312099457,0.6299999952,111.796875,10.0,10.0,4
249,249,1.55965380376e+18,52.33677041,4.868453778,5.274318695,1.139999986,123.046875,10.0,10.0,4
250,250,1.55965380476e+18,52.33677569,4.868470877,4.774562836,1.159999967,93.515625,10.0,10.0,4
251,251,1.55965380576e+18,52.33678877,4.86848521,4.802761078,1.330000043,46.7578125,10.0,10.0,4
252,252,1.55965380676e+18,52.33680562,4.868489234,4.81734848,1.330000043,22.8515625,10.0,10.0,4
253,253,1.55965380776e+18,52.33682334,4.868486719,4.786952972,1.330000043,13.0078125,10.0,10.0,4
254,254,1.55965380876e+18,52.33684275,4.868479678,4.741725922,1.49000001,359.296875,10.0,10.0,4
255,255,1.55965380976e+18,52.33686094,4.868471045,4.712978363,1.49000001,354.7265625,10.0,10.0,4
256,256,1.55965381076e+18,52.33687896,4.868461657,5.027065277,1.639999986,350.859375,10.0,10.0,4
257,257,1.55965381176e+18,52.33689593,4.868455287,5.331752777,1.639999986,357.5390625,10.0,10.0,4
258,258,1.55965381276e+18,52.33691194,4.868451096,5.495449066,1.539999962,0.3515625,10.0,10.0,4
259,259,1.55965381376e+18,52.33692577,4.868450258,5.461818695,1.529999971,6.6796875,10.0,10.0,4
260,260,1.55965381476e+18,52.33693897,4.86845227,5.464382172,1.389999986,27.7734375,10.0,10.0,4
261,261,1.55965381576e+18,52.3369518,4.868454365,5.582546234,1.429999948,5.2734375,10.0,10.0,4
262,262,1.55965381676e+18,52.33696458,4.868457718,5.616847992,1.440000057,10.1953125,10.0,10.0,4
263,263,1.55965381776e+18,52.33697812,4.868458724,5.820583344,1.440000057,6.328125,10.0,10.0,4
264,264,1.55965381876e+18,52.33698905,4.868459897,5.986354828,1.440000057,33.046875,10.0,10.0,4
265,265,1.55965381976e+18,52.33699874,4.868461825,5.867824554,1.230000019,6.328125,10.0,10.0,4
266,266,1.55965382076e+18,52.33701215,4.868463669,5.648708344,1.49000001,11.6015625,10.0,10.0,4
267,267,1.55965382176e+18,52.33702334,4.868464926,5.470607758,1.49000001,16.5234375,10.0,10.0,4
268,268,1.55965382276e+18,52.33703645,4.868463501,5.351406097,1.49000001,3.515625,10.0,10.0,4
269,269,1.55965382376e+18,52.33705217,4.868462663,5.280483246,1.519999981,2.8125,10.0,10.0,4
270,270,1.55965382476e+18,52.33706898,4.868458891,5.43050766,1.539999962,355.78125,10.0,10.0,4
271,271,1.55965382576e+18,52.33708503,4.868453862,5.645717621,1.549999952,355.4296875,10.0,10.0,4
272,272,1.55965382676e+18,52.33710058,4.868447827,5.705654144,1.620000005,352.265625,10.0,10.0,4
273,273,1.55965382776e+18,52.33711763,4.868441792,5.700466156,1.620000005,353.671875,10.0,10.0,4
274,274,1.55965382876e+18,52.33713427,4.86843735,5.683620453,1.620000005,352.6171875,10.0,10.0,4
275,275,1.55965382976e+18,52.33714722,4.868433746,5.478115082,1.5,352.265625,10.0,10.0,4
276,276,1.55965383076e+18,52.33715615,4.868432069,5.684597015,0.6100000143,358.2421875,10.0,10.0,4
277,277,1.55965383176e+18,52.33716667,4.868433746,5.847927094,1.330000043,3.1640625,10.0,10.0,4
278,278,1.55965383276e+18,52.33718142,4.868437517,5.698085785,1.330000043,9.84375,10.0,10.0,4
279,279,1.55965383376e+18,52.33719797,4.868438691,5.697048187,1.460000038,1.40625,10.0,10.0,4
280,280,1.55965383476e+18,52.33721461,4.868437685,5.662136078,1.460000038,0.3515625,10.0,10.0,4
281,281,1.55965383576e+18,52.33722924,4.868439026,5.812770844,1.539999962,2.109375,10.0,10.0,4
282,282,1.55965383676e+18,52.3372424,4.868441289,5.807704926,1.539999962,2.4609375,10.0,10.0,4
283,283,1.55965383776e+18,52.33725438,4.868442547,5.723781586,1.399999976,4.21875,10.0,10.0,4
284,284,1.55965383876e+18,52.33726712,4.86844481,5.458827972,1.399999976,1.7578125,10.0,10.0,4
285,285,1.55965383976e+18,52.33727936,4.868445983,5.235622406,1.269999981,1.7578125,10.0,10.0,4
286,286,1.55965384076e+18,52.33728871,4.868447995,5.237880707,0.8500000238,355.078125,10.0,10.0,4
287,287,1.55965384176e+18,52.33730053,4.868450677,5.019741058,1.330000043,354.375,30.0,30.0,4
288,288,1.55965384276e+18,52.33730765,4.868463501,4.778530121,0.8500000238,10.8984375,30.0,30.0,4
289,289,1.55965384376e+18,52.33731008,4.868474649,4.491542816,0.7900000215,19.3359375,10.0,10.0,4
290,290,1.55965384476e+18,52.33731482,4.868487725,4.187892914,0.7900000215,17.9296875,10.0,10.0,4
291,291,1.55965384576e+18,52.33732475,4.868499711,4.115261078,1.269999981,358.9453125,10.0,10.0,4
292,292,1.55965384676e+18,52.33733627,4.868506165,3.967494965,1.340000033,359.296875,10.0,10.0,4
293,293,1.55965384776e+18,52.33734705,4.8685122,3.855922699,1.269999981,356.484375,10.0,10.0,4
294,294,1.55965384876e+18,52.33736041,4.8685179,3.798305511,1.340000033,358.59375,30.0,30.0,4
295,295,1.55965384976e+18,52.3373745,4.86852075,3.859279633,1.179999948,352.265625,10.0,10.0,4
296,296,1.55965385076e+18,52.33738778,4.868522678,3.73507309,1.220000029,352.6171875,30.0,30.0,4
297,297,1.55965385176e+18,52.33740128,4.868526198,3.678249359,1.220000029,355.78125,10.0,10.0,4
298,298,1.55965385276e+18,52.33741511,4.868533658,3.632045746,1.210000038,10.8984375,30.0,30.0,4
299,299,1.55965385376e+18,52.33742621,4.868544973,3.600795746,1.029999971,21.796875,30.0,30.0,4
300,300,1.55965385476e+18,52.33743786,4.868553774,3.490749359,0.9900000095,16.875,30.0,30.0,4
301,301,1.55965385576e+18,52.33744566,4.868561737,3.496181488,0.4499999881,18.28125,30.0,30.0,4
302,302,1.55965385676e+18,52.33745169,4.8685697,3.484828949,0.6100000143,18.984375,30.0,30.0,4
303,303,1.55965385776e+18,52.33745907,4.868579172,3.438930511,0.6100000143,17.9296875,30.0,30.0,4
304,304,1.55965385876e+18,52.3374677,4.868593002,3.507717133,0.6700000167,358.2421875,30.0,30.0,4
305,305,1.55965385976e+18,52.33747969,4.868607335,3.554164886,1.070000052,353.671875,30.0,30.0,4
306,306,1.55965386076e+18,52.33749356,4.868622255,3.561183929,1.289999962,356.1328125,10.0,10.0,4
307,307,1.55965386176e+18,52.33750978,4.868634995,3.511501312,1.450000048,356.1328125,10.0,10.0,4
308,308,1.55965386276e+18,52.33752587,4.868648155,3.503993988,1.289999962,355.4296875,10.0,10.0,4
309,309,1.55965386376e+18,52.33754058,4.868660476,3.554164886,1.299999952,356.1328125,30.0,30.0,4
310,310,1.55965386476e+18,52.33755441,4.868673887,3.42281723,1.139999986,4.21875,30.0,30.0,4
311,311,1.55965386576e+18,52.33757202,4.868689561,3.362636566,1.519999981,7.734375,30.0,30.0,4
312,312,1.55965386676e+18,52.3375905,4.868711606,3.349819183,1.559999943,15.1171875,30.0,30.0,4
313,313,1.55965386776e+18,52.33761078,4.868721832,3.397060394,1.519999981,15.1171875,10.0,10.0,4
314,314,1.55965386876e+18,52.33762499,4.868725771,3.533779144,1.309999943,15.8203125,10.0,10.0,4
315,315,1.55965386976e+18,52.33763731,4.868727615,3.695034027,1.070000052,10.8984375,10.0,10.0,4
316,316,1.55965387076e+18,52.33764913,4.868710265,3.430690765,0.3799999952,2.8125,10.0,10.0,4
317,317,1.55965387176e+18,52.33766346,4.868691992,3.395168304,1.159999967,354.375,10.0,10.0,4
318,318,1.55965387276e+18,52.33768454,4.868674641,3.342006683,1.159999967,350.15625,10.0,10.0,4
319,319,1.55965387376e+18,52.33770323,4.868662069,3.50460434,1.169999957,10.1953125,10.0,10.0,4
